WBD	315.08573190451887
ADM	173.72364009189633
AJG	121.50151539871912
ABC	74.52409395476232
VFC	134.71802183407735
TSN	189.0697476499823
WFC	165.7956125028768
SBUX	171.09549117913036
BLK	67.46727598257128
TDG	49.058409717960686
BBWI	236.99625452215244
UDR	233.6390754014834
AIG	143.27132425197684
WYNN	45.763880209007944
WTW	27.156601663266212
TMUS	202.7199220188192
BSX	645.5400963677422
GWW	54.41752425173741
ANSS	45.7101098218311
CPB	165.1129864411978
TPR	200.43930408577623
BR	138.6299480591636
V	107.97702422806874
TRV	35.419587929317466
WY	284.99179863511915
AVGO	93.59608975465457
ADI	88.91943581225256
ANET	256.5404557909303
BF-B	208.43250977690516
BXP	27.254319117952413
STX	204.1098776860123
WMT	53.214901326237666
AXP	53.969657412072905
BK	203.90789399794025
BRO	448.88233849470794
ALLE	72.75912605451099
VRTX	56.80963016796286
AMP	39.20852028843293
TER
BALL	238.66600503206345
ADSK	93.56788762401446
AMZN	389.3512893929048
VRSN	82.34608018291618
ATVI	332.03001285767743
ABBV	81.39612898726537
VICI	398.80994012715627
WRB	346.6655882315225
TT	135.12618670299813
TEL	96.30911256871066
AAP	34.556006707858934
AEP	100.53356221841287
BAC	532.8870196463922
AMT	40.95876377310708
APA	182.76862143256386
GOOG	82.96765583607616
VNO	95.90484243832127
WMB	292.31137398671973
RCL	152.69689077757513
WAB	93.64102815960716
ACN	43.16948654263407
TTWO	285.8936646165102
VTR	94.83598513949602
ADBE	92.36554185698088
BBY	188.99179235465803
SYF	280.50140107050015
SHW	74.23439995315279
SNPS	121.40360876704294
UAL	179.3907475130437
SEE	227.85303354816273
AON	49.53223598967923
CAT	32.88263245602101
TXN	104.07682097737195
KMX	118.42925784742067
ZION	247.7041490732985
SYY	153.72410582609265
ATO	101.91695620188021
SLB	115.50884171417961
STE	91.53924128037644
TDY	48.638833505173444
BA	42.72007987252535
T	354.6885032832217
TFC	193.6984915147812
BIIB	53.939725800308906
WM	105.18354444374197
CBRE	249.59856619301152
CBOE	111.95248443033007
BRK-B	30.888884112500698
AME	124.33223569674743
UNP	45.29535073477085
TSCO	86.04234427562947
LNT	243.4252802230391
WDC	118.71712677603219
AZO	81.58899024229034
CCL	237.56101068875668
MMM	36.4399946945277
UNH
AVY	92.41184490282352
SNA	38.44365884290522
NOW	81.14009898131876
AKAM	107.93498974140954
VLO	145.73785306263835
TYL	83.10175583562334
WELL	82.25791075116804
LUV	364.1854490308673
TFX	45.956815755813786
SYK	46.98027499012534
BKNG	89.65746591931304
CRM	87.32230132779199
ZBH	39.67074158691876
CHRW	66.26935946697517
SWK	36.593812128547306
ULTA	50.42054249572759
APD	29.964816724261492
AES	692.5731169488738
ALGN	123.17345215790971
ALK	205.54156968581728
APTV	114.7296003787992
COF	64.20540685348098
ZBRA	80.29512474920236
AWK	104.36032820174137
WHR	34.49014125283707
AIZ	75.81923034308062
UPS	26.63404242683223
CZR	587.1683012765873
BKR	198.1465488301138
VRSK	73.00508191522081
ALB	62.814223836942425
SWKS	136.9314268601285
SBNY	34.048508297315315
YUM	88.39531384162993
ABMD	202.3490125224919
CAH	110.65414191089086
AMCR	1046.8911721344475
CDW
BDX	35.668035328478375
TRMB	262.17900272009933
VTRS	346.9613712324467
TECH	38.71718682638149
BAX	147.68773922311047
TJX	272.0244386241734
TXT	199.06152125433098
SIVB	48.96297234071435
SJM	28.417767168873425
AVB	35.832883710723976
ZTS	113.97330203899172
AAPL	302.80017739225826
ARE	36.2008679597494
BMY	135.984462756287
CDNS	418.2709711845115
AMAT	352.99407062013955
URI	95.4970055800481
TROW	50.521490736865424
AOS	316.5769483998205
SRE	36.14668978600187
ADP	56.48246270650962
XYL	169.14039494978059
UHS	54.15851242410802
SPGI	62.51759697403133
ABT	149.428475252505
VZ	139.956622996307
ALL	93.30211952097251
AEE	146.4143407884174
AMD	1679.3201554924383
AAL	485.49954361256476
SPG	42.326104313210415
BWA	180.7213432863245
WAT	31.92114528840865
SO	136.4321620758547
MO	159.96473352263112
TMO	47.83856955771996
CPT	51.712088732607604
WBA	117.77053896675761
AMGN	38.23310297889628
XEL	195.56771464032371
USB	176.19064774330423
WRK	182.28149269618808
BIO	38.297396863647826
STT	86.45290182040047
CTLT	211.70417321902272
VMC	61.304002697726396
SBAC	49.54500930761706
TSLA	465.82900482754053
AFL	221.36023086640114
WST	129.79337151018998
TWTR	318.3689434390373
GOOGL	83.10519903027372
CARR	263.2097514398776
APH	317.01470957373516
WEC	120.2662536305236
A	151.28720131765536
TGT	65.14091362709453
SEDG	233.8660080118454
